Accession,Dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
ENCFF828OKI,/experiments/ENCSR214BZA/,0,0,0,0,1,0,0,0,0,0
ENCFF735YZN,/experiments/ENCSR214BZA/,0,0,0,0,1,0,0,0,0,0
ENCFF944OVU,/experiments/ENCSR217SVF/,0,0,0,0,0,0,0,1,0,0
ENCFF193DXV,/experiments/ENCSR217SVF/,0,0,0,0,0,0,0,1,0,0
ENCFF610HNX,/experiments/ENCSR218NAB/,0,1,0,0,1,0,1,0,0,0
ENCFF318VMS,/experiments/ENCSR218NAB/,0,1,0,0,1,0,1,0,0,0
ENCFF447ZUQ,/experiments/ENCSR219TIG/,0,1,0,0,1,0,0,0,1,0
ENCFF120HCK,/experiments/ENCSR219TIG/,0,1,0,0,1,0,0,0,1,0
ENCFF877MBQ,/experiments/ENCSR224ECB/,0,0,0,0,1,0,0,0,0,1
ENCFF390XNM,/experiments/ENCSR224QWC/,0,1,0,1,1,0,0,0,0,0
ENCFF487CVX,/experiments/ENCSR224QWC/,0,1,0,1,1,0,0,0,0,0
ENCFF418SOC,/experiments/ENCSR224SND/,1,1,0,0,1,0,0,0,0,1
ENCFF079TBA,/experiments/ENCSR237YKY/,0,0,1,0,0,0,0,1,0,0
ENCFF226DPF,/experiments/ENCSR237YKY/,0,0,1,0,0,0,0,1,0,0
ENCFF384BDA,/experiments/ENCSR238CLX/,0,0,0,1,0,0,0,0,0,0
ENCFF447WDR,/experiments/ENCSR238CLX/,0,0,0,1,0,0,0,0,0,0
ENCFF195JRZ,/experiments/ENCSR240MVJ/,0,0,0,0,0,0,0,0,1,0
ENCFF383SFO,/experiments/ENCSR240MVJ/,0,0,0,0,0,0,0,0,1,0
ENCFF266XEL,/experiments/ENCSR240ZFU/,1,0,0,1,0,0,0,0,0,0
ENCFF352XFW,/experiments/ENCSR241ALC/,0,0,0,0,0,0,0,0,0,0
ENCFF147FKV,/experiments/ENCSR247PDK/,0,1,0,0,0,0,0,1,0,1
ENCFF104LHO,/experiments/ENCSR248TXP/,1,0,0,1,0,0,0,0,0,0
ENCFF074ODK,/experiments/ENCSR248TXP/,1,0,0,1,0,0,0,0,0,0
ENCFF734JPC,/experiments/ENCSR249ROI/,0,0,0,1,0,0,0,0,1,0
ENCFF937KFG,/experiments/ENCSR249ROI/,0,0,0,1,0,0,0,0,1,0
ENCFF887HZS,/experiments/ENCSR249WNK/,0,0,0,0,0,0,1,0,0,0
ENCFF398EKK,/experiments/ENCSR251FMT/,0,1,0,0,1,0,0,0,0,0
ENCFF726EOS,/experiments/ENCSR254NWE/,0,0,0,0,0,0,0,0,0,0
ENCFF019PZK,/experiments/ENCSR254NWE/,0,0,0,0,0,0,0,0,0,0
ENCFF372JTR,/experiments/ENCSR255PGS/,0,0,0,1,0,0,0,0,0,0
ENCFF125HTS,/experiments/ENCSR256CHX/,0,1,1,1,1,0,0,0,0,0
ENCFF725CBA,/experiments/ENCSR256CHX/,0,1,1,1,1,0,0,0,0,0
ENCFF785OLO,/experiments/ENCSR256NCI/,0,0,0,1,0,0,1,0,0,0
ENCFF495VVD,/experiments/ENCSR256NCI/,0,0,0,1,0,0,1,0,0,0
ENCFF304ECY,/experiments/ENCSR257OYO/,1,0,0,0,0,1,0,0,1,0
ENCFF041HAI,/experiments/ENCSR258QKO/,0,0,0,0,0,0,1,1,0,0
ENCFF701NLR,/experiments/ENCSR258QKO/,0,0,0,0,0,0,1,1,0,0
ENCFF887XEU,/experiments/ENCSR265LJL/,1,0,0,0,0,0,0,0,0,0
ENCFF037ICH,/experiments/ENCSR265LJL/,1,0,0,0,0,0,0,0,0,0
ENCFF747FBU,/experiments/ENCSR265ZIS/,0,0,0,0,1,0,0,0,0,1
ENCFF613QDB,/experiments/ENCSR265ZIS/,0,0,0,0,1,0,0,0,0,1
ENCFF283JNS,/experiments/ENCSR266UVO/,1,1,1,1,0,0,1,0,1,0
ENCFF790GSX,/experiments/ENCSR266XXD/,0,0,1,0,0,1,1,0,0,0
ENCFF036ZJT,/experiments/ENCSR267OLV/,0,0,0,0,0,1,0,0,0,0
ENCFF363ZXR,/experiments/ENCSR267OLV/,0,0,0,0,0,1,0,0,0,0
ENCFF600EOC,/experiments/ENCSR267UCX/,0,0,0,0,1,0,0,1,0,0
ENCFF503KDE,/experiments/ENCSR267UCX/,0,0,0,0,1,0,0,1,0,0
ENCFF335HRO,/experiments/ENCSR268ETU/,0,0,0,0,0,0,0,0,0,0
ENCFF228HUK,/experiments/ENCSR268ETU/,0,0,0,0,0,0,0,0,0,0
ENCFF057EYS,/experiments/ENCSR268SKI/,0,0,0,0,0,0,1,1,0,1
ENCFF005DWR,/experiments/ENCSR269AJF/,0,0,0,0,0,1,0,0,0,0
ENCFF268WIE,/experiments/ENCSR269AJF/,0,0,0,0,0,1,0,0,0,0
ENCFF558SOA,/experiments/ENCSR277DEO/,0,0,0,0,1,0,0,0,0,0
ENCFF661HMQ,/experiments/ENCSR277DEO/,0,0,0,0,1,0,0,0,0,0
ENCFF200IHY,/experiments/ENCSR278BZH/,0,0,1,0,0,0,0,0,0,0
ENCFF702GTT,/experiments/ENCSR279UJF/,0,0,1,1,0,0,0,0,0,0
ENCFF992GNI,/experiments/ENCSR279UJF/,0,0,1,1,0,0,0,0,0,0
ENCFF934QLS,/experiments/ENCSR290JPJ/,0,0,0,0,1,0,0,0,0,1
ENCFF891MFI,/experiments/ENCSR290VLT/,1,0,0,0,0,0,0,0,0,0
ENCFF453ITV,/experiments/ENCSR290VLT/,1,0,0,0,0,0,0,0,0,0
ENCFF049SUS,/experiments/ENCSR291XPT/,1,0,1,1,0,1,1,0,0,1
ENCFF906EMD,/experiments/ENCSR291XPT/,1,0,1,1,0,1,1,0,0,1
ENCFF408KFB,/experiments/ENCSR293CFE/,0,0,0,0,0,0,0,0,1,0
ENCFF388MPI,/experiments/ENCSR293CFE/,0,0,0,0,0,0,0,0,1,0
ENCFF507WKA,/experiments/ENCSR293FWY/,0,0,0,1,0,0,0,0,0,0
ENCFF926UWX,/experiments/ENCSR293FWY/,0,0,0,1,0,0,0,0,0,0
ENCFF163RYF,/experiments/ENCSR295OKT/,0,0,0,0,0,0,1,0,0,0
ENCFF981SGX,/experiments/ENCSR295OKT/,0,0,0,0,0,0,1,0,0,0
ENCFF869IBS,/experiments/ENCSR298SAD/,0,0,0,0,0,1,0,0,0,0
ENCFF796BVT,/experiments/ENCSR299AAB/,0,1,0,0,0,0,0,0,1,0
ENCFF850VGF,/experiments/ENCSR301TFY/,0,0,0,0,0,0,0,0,0,0
ENCFF462ZYJ,/experiments/ENCSR301TFY/,0,0,0,0,0,0,0,0,0,0
ENCFF424ZQP,/experiments/ENCSR301UQM/,0,0,0,0,0,0,0,0,0,0
ENCFF364XWE,/experiments/ENCSR301UQM/,0,0,0,0,0,0,0,0,0,0
ENCFF136TZL,/experiments/ENCSR303OQD/,0,0,0,0,0,1,0,0,0,0
ENCFF305KBN,/experiments/ENCSR303OQD/,0,0,0,0,0,1,0,0,0,0
ENCFF927DLO,/experiments/ENCSR305IPT/,1,1,0,1,1,1,0,1,0,0
ENCFF492WZW,/experiments/ENCSR305KNE/,1,1,0,1,0,1,0,0,1,0
ENCFF101DTP,/experiments/ENCSR307WAE/,0,0,0,0,0,0,0,0,1,0
ENCFF923KPH,/experiments/ENCSR307WAE/,0,0,0,0,0,0,0,0,1,0
ENCFF699HKX,/experiments/ENCSR307YIW/,0,0,0,0,0,0,0,0,1,0
ENCFF537IFC,/experiments/ENCSR307YIW/,0,0,0,0,0,0,0,0,1,0
ENCFF156NIJ,/experiments/ENCSR308RMD/,0,0,0,1,1,0,0,0,0,0
ENCFF046QBX,/experiments/ENCSR308YNT/,0,0,0,0,0,0,1,1,0,1
ENCFF116YKN,/experiments/ENCSR308YNT/,0,0,0,0,0,0,1,1,0,1
ENCFF413QVJ,/experiments/ENCSR309GHK/,0,1,1,0,0,0,0,1,0,1
ENCFF598XCN,/experiments/ENCSR310WYE/,1,0,0,1,0,0,0,1,0,0
ENCFF836WPZ,/experiments/ENCSR314UMJ/,1,0,0,0,0,1,0,0,0,0
ENCFF267TXP,/experiments/ENCSR314UMJ/,1,0,0,0,0,1,0,0,0,0
ENCFF608PYH,/experiments/ENCSR316SZJ/,0,0,0,1,0,0,0,0,0,0
ENCFF993PJL,/experiments/ENCSR316SZJ/,0,0,0,1,0,0,0,0,0,0
ENCFF314IKA,/experiments/ENCSR317PWQ/,0,0,0,0,0,0,0,0,0,1
ENCFF394SQZ,/experiments/ENCSR321GBR/,0,1,0,0,0,0,1,0,0,1
ENCFF512IIH,/experiments/ENCSR321PWZ/,0,0,0,0,0,1,0,0,0,0
ENCFF882KLC,/experiments/ENCSR321PWZ/,0,0,0,0,0,1,0,0,0,0
ENCFF164ZGA,/experiments/ENCSR322HHA/,0,0,0,0,0,0,1,0,0,0
ENCFF959XKN,/experiments/ENCSR322HHA/,0,0,0,0,0,0,1,0,0,0
ENCFF998SFM,/experiments/ENCSR322KLN/,0,0,0,0,0,0,1,0,1,0
ENCFF657IYT,/experiments/ENCSR325HDY/,0,0,0,0,1,0,0,1,0,0
ENCFF158KAT,/experiments/ENCSR325HDY/,0,0,0,0,1,0,0,1,0,0
ENCFF336EAH,/experiments/ENCSR327BBW/,0,0,0,0,0,0,0,0,0,0
ENCFF752UQK,/experiments/ENCSR327BBW/,0,0,0,0,0,0,0,0,0,0
ENCFF808KHS,/experiments/ENCSR328KKB/,1,0,0,0,0,1,0,0,0,0
ENCFF249GEL,/experiments/ENCSR328LLU/,0,0,0,0,0,0,0,0,0,0
ENCFF222RBX,/experiments/ENCSR328LLU/,0,0,0,0,0,0,0,0,0,0
ENCFF507QFP,/experiments/ENCSR331MIC/,0,0,0,1,0,0,1,0,0,1
ENCFF318QPN,/experiments/ENCSR331MIC/,0,0,0,1,0,0,1,0,0,1
ENCFF319MIE,/experiments/ENCSR331VNX/,0,0,0,0,0,0,1,0,1,1
ENCFF647ULQ,/experiments/ENCSR331VNX/,0,0,0,0,0,0,1,0,1,1
ENCFF678FPJ,/experiments/ENCSR333PZV/,1,0,0,1,1,0,0,0,0,1
ENCFF993FHX,/experiments/ENCSR334OMC/,1,1,1,0,0,0,0,0,0,0
ENCFF594KTU,/experiments/ENCSR334QFR/,0,0,1,0,0,0,0,1,0,0
ENCFF827BFL,/experiments/ENCSR334QFR/,0,0,1,0,0,0,0,1,0,0
ENCFF272SVX,/experiments/ENCSR337XGI/,0,0,1,0,0,0,0,1,0,0
ENCFF040MFF,/experiments/ENCSR337XGI/,0,0,1,0,0,0,0,1,0,0
ENCFF359KSX,/experiments/ENCSR339FUY/,1,0,0,0,0,0,0,0,0,0
ENCFF332NKK,/experiments/ENCSR339FUY/,1,0,0,0,0,0,0,0,0,0
ENCFF104YFG,/experiments/ENCSR343MKJ/,0,0,0,1,0,0,1,0,1,0
ENCFF672MVA,/experiments/ENCSR344EGD/,0,0,1,1,0,1,1,0,1,1
ENCFF329GEK,/experiments/ENCSR344GAQ/,0,0,0,0,0,0,0,0,0,1
ENCFF752CAA,/experiments/ENCSR344GAQ/,0,0,0,0,0,0,0,0,0,1
ENCFF221USS,/experiments/ENCSR346IHS/,0,1,0,0,0,0,0,0,1,0
ENCFF064TEN,/experiments/ENCSR347MVO/,1,1,1,1,0,0,0,0,0,0
ENCFF083HOA,/experiments/ENCSR349CMI/,0,0,0,0,0,0,0,0,0,0
ENCFF899IIA,/experiments/ENCSR349CMI/,0,0,0,0,0,0,0,0,0,0
ENCFF096AKL,/experiments/ENCSR349KMG/,0,1,0,1,0,0,0,0,0,0
ENCFF155EKG,/experiments/ENCSR349KMG/,0,1,0,1,0,0,0,0,0,0
ENCFF958NRC,/experiments/ENCSR351PVI/,0,0,0,1,0,0,0,0,0,0
ENCFF065END,/experiments/ENCSR351PVI/,0,0,0,1,0,0,0,0,0,0
