Accession,Dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
ENCFF937AIM,/experiments/ENCSR000CMM/,0,1,0,0,0,0,0,0,0,0
ENCFF001PDW,/experiments/ENCSR000CMM/,0,1,0,0,0,0,0,0,0,0
ENCFF001PDX,/experiments/ENCSR000CMM/,0,1,0,0,0,0,0,0,0,0
ENCFF001PER,/experiments/ENCSR000CMM/,0,1,0,0,0,0,0,0,0,0
ENCFF603KKC,/experiments/ENCSR000CMM/,0,1,0,0,0,0,0,0,0,0
ENCFF001PEW,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF267GFA,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF001PEO,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF115QYG,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF001PEX,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF001PEP,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF001PEV,/experiments/ENCSR000CMN/,0,0,0,0,0,0,0,1,0,1
ENCFF001PFF,/experiments/ENCSR000CMO/,0,0,1,0,0,0,0,0,0,0
ENCFF001PFD,/experiments/ENCSR000CMO/,0,0,1,0,0,0,0,0,0,0
ENCFF001PFE,/experiments/ENCSR000CMO/,0,0,1,0,0,0,0,0,0,0
ENCFF001PFQ,/experiments/ENCSR000CMO/,0,0,1,0,0,0,0,0,0,0
ENCFF001PFN,/experiments/ENCSR000CMO/,0,0,1,0,0,0,0,0,0,0
ENCFF001PGC,/experiments/ENCSR000CMP/,0,1,0,1,0,0,1,0,0,0
ENCFF001PGF,/experiments/ENCSR000CMP/,0,1,0,1,0,0,1,0,0,0
ENCFF001PGB,/experiments/ENCSR000CMP/,0,1,0,1,0,0,1,0,0,0
ENCFF001PGK,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGN,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGM,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGT,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGQ,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGS,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGR,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGP,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGL,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGO,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PGJ,/experiments/ENCSR000CMQ/,1,0,0,0,0,0,1,0,1,1
ENCFF001PHD,/experiments/ENCSR000CMR/,0,1,0,0,0,0,0,0,0,0
ENCFF001PGZ,/experiments/ENCSR000CMR/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHC,/experiments/ENCSR000CMR/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHA,/experiments/ENCSR000CMR/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHB,/experiments/ENCSR000CMR/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHK,/experiments/ENCSR000CMS/,0,1,0,1,1,0,0,1,0,0
ENCFF001PHJ,/experiments/ENCSR000CMS/,0,1,0,1,1,0,0,1,0,0
ENCFF001PHI,/experiments/ENCSR000CMS/,0,1,0,1,1,0,0,1,0,0
ENCFF001PHQ,/experiments/ENCSR000CMT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHR,/experiments/ENCSR000CMT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHP,/experiments/ENCSR000CMT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHV,/experiments/ENCSR000CMU/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHY,/experiments/ENCSR000CMU/,0,1,0,0,0,0,0,0,0,0
ENCFF001PIA,/experiments/ENCSR000CMU/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHZ,/experiments/ENCSR000CMU/,0,1,0,0,0,0,0,0,0,0
ENCFF001PHW,/experiments/ENCSR000CMU/,0,1,0,0,0,0,0,0,0,0
ENCFF001OHX,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF001PJR,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF001OHW,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF376DTQ,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF001OHV,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF001PJK,/experiments/ENCSR000CMV/,0,0,0,0,0,0,1,0,1,0
ENCFF001PIW,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIR,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIX,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIU,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIT,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIV,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PIS,/experiments/ENCSR000CMW/,0,0,0,0,1,1,0,0,0,0
ENCFF001PJO,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJJ,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJQ,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJN,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJI,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJM,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJS,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJL,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJH,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJP,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PJF,/experiments/ENCSR000CMX/,0,1,0,1,1,0,0,0,0,0
ENCFF001PKD,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKC,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKB,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKE,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKG,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKF,/experiments/ENCSR000CMY/,1,1,0,0,0,0,0,0,0,0
ENCFF001PKW,/experiments/ENCSR000CMZ/,1,0,1,0,0,0,0,0,0,0
ENCFF001PKZ,/experiments/ENCSR000CMZ/,1,0,1,0,0,0,0,0,0,0
ENCFF001PLM,/experiments/ENCSR000CNA/,0,0,0,0,0,0,0,0,0,0
ENCFF001PLJ,/experiments/ENCSR000CNA/,0,0,0,0,0,0,0,0,0,0
ENCFF001PLY,/experiments/ENCSR000CNB/,0,0,0,0,1,0,0,0,1,1
ENCFF001PLH,/experiments/ENCSR000CNB/,0,0,0,0,1,0,0,0,1,1
ENCFF001PLG,/experiments/ENCSR000CNB/,0,0,0,0,1,0,0,0,1,1
ENCFF001PLS,/experiments/ENCSR000CNC/,0,1,0,0,0,0,0,0,0,1
ENCFF001PLT,/experiments/ENCSR000CNC/,0,1,0,0,0,0,0,0,0,1
ENCFF001PNB,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNF,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNC,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNA,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNJ,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNI,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNH,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PNE,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF001PND,/experiments/ENCSR000CND/,1,1,0,0,0,0,0,0,0,0
ENCFF763QAN,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF099VZA,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF001OIP,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF001PMV,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF001OIQ,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF001OIR,/experiments/ENCSR000CNE/,0,0,0,0,1,0,1,1,0,0
ENCFF001PMQ,/experiments/ENCSR000CNF/,0,0,0,1,0,0,0,0,1,1
ENCFF001PNR,/experiments/ENCSR000CNF/,0,0,0,1,0,0,0,0,1,1
ENCFF001PMP,/experiments/ENCSR000CNF/,0,0,0,1,0,0,0,0,1,1
ENCFF001OKC,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF001POP,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF467LFF,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF001OKD,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF610IEF,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF001PPE,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF492LGM,/experiments/ENCSR000CNG/,0,0,1,0,1,0,0,0,0,0
ENCFF001POG,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POC,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POB,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POE,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POM,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POK,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POJ,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POI,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POH,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POA,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POF,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001POD,/experiments/ENCSR000CNH/,1,1,0,1,0,0,0,0,0,0
ENCFF001PRE,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRQ,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRS,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRT,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRZ,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRU,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRF,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRD,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRB,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PSE,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PSA,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRV,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRG,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRH,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKZ,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRY,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRL,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKU,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRN,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRJ,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKV,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OLA,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRM,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OLB,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKW,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKT,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRP,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRR,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRK,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKX,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRI,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OKY,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRO,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PRC,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001OLC,/experiments/ENCSR000CNI/,0,0,0,0,0,0,1,0,0,1
ENCFF001PST,/experiments/ENCSR000CNJ/,0,0,0,0,0,0,0,0,0,0
ENCFF001PSV,/experiments/ENCSR000CNJ/,0,0,0,0,0,0,0,0,0,0
ENCFF001PSR,/experiments/ENCSR000CNJ/,0,0,0,0,0,0,0,0,0,0
ENCFF001PSS,/experiments/ENCSR000CNJ/,0,0,0,0,0,0,0,0,0,0
ENCFF001PSU,/experiments/ENCSR000CNJ/,0,0,0,0,0,0,0,0,0,0
ENCFF001PPD,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001POV,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPH,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPA,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001POZ,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001POW,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPB,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001POY,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPG,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001POU,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPC,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PPF,/experiments/ENCSR000CNK/,0,0,0,0,1,0,0,0,0,0
ENCFF001PTH,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTC,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTF,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTG,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTE,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTA,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTD,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTB,/experiments/ENCSR000CNL/,0,0,0,0,0,0,0,0,0,0
ENCFF001PTT,/experiments/ENCSR000CNM/,0,1,0,1,0,1,0,0,0,0
ENCFF135LVD,/experiments/ENCSR000CNM/,0,1,0,1,0,1,0,0,0,0
ENCFF120UKZ,/experiments/ENCSR000CNM/,0,1,0,1,0,1,0,0,0,0
ENCFF001PTX,/experiments/ENCSR000CNM/,0,1,0,1,0,1,0,0,0,0
ENCFF001PTS,/experiments/ENCSR000CNM/,0,1,0,1,0,1,0,0,0,0
ENCFF001PUL,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF001OMV,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF001OMW,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF001PUM,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF001PUJ,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF578DTE,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF158XRX,/experiments/ENCSR000CNN/,0,0,0,0,1,1,0,1,0,0
ENCFF001PUT,/experiments/ENCSR000CNO/,0,1,0,0,0,0,0,0,0,1
ENCFF001PUU,/experiments/ENCSR000CNO/,0,1,0,0,0,0,0,0,0,1
ENCFF001PUR,/experiments/ENCSR000CNO/,0,1,0,0,0,0,0,0,0,1
ENCFF001PUS,/experiments/ENCSR000CNO/,0,1,0,0,0,0,0,0,0,1
ENCFF001PWH,/experiments/ENCSR000CNP/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWF,/experiments/ENCSR000CNP/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWG,/experiments/ENCSR000CNP/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWE,/experiments/ENCSR000CNP/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWI,/experiments/ENCSR000CNP/,0,0,0,0,0,0,0,0,1,0
ENCFF001PVG,/experiments/ENCSR000CNQ/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVH,/experiments/ENCSR000CNQ/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVK,/experiments/ENCSR000CNQ/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVI,/experiments/ENCSR000CNQ/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVL,/experiments/ENCSR000CNQ/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVV,/experiments/ENCSR000CNR/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVT,/experiments/ENCSR000CNR/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVU,/experiments/ENCSR000CNR/,0,0,0,0,0,0,0,1,0,0
ENCFF001PVS,/experiments/ENCSR000CNR/,0,0,0,0,0,0,0,1,0,0
ENCFF001PWT,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF001PXU,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF630GRP,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWS,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWQ,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF001PWR,/experiments/ENCSR000CNS/,0,0,0,0,0,0,0,0,1,0
ENCFF001PXG,/experiments/ENCSR000CNT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PXE,/experiments/ENCSR000CNT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PXD,/experiments/ENCSR000CNT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PXF,/experiments/ENCSR000CNT/,0,1,0,0,0,0,0,0,0,0
ENCFF001PXN,/experiments/ENCSR000CNU/,0,0,0,0,0,0,0,0,0,1
ENCFF001PXP,/experiments/ENCSR000CNU/,0,0,0,0,0,0,0,0,0,1
ENCFF001PXL,/experiments/ENCSR000CNU/,0,0,0,0,0,0,0,0,0,1
ENCFF001PXM,/experiments/ENCSR000CNU/,0,0,0,0,0,0,0,0,0,1
ENCFF496JRV,/experiments/ENCSR000CNV/,0,0,0,0,0,0,1,0,0,0
ENCFF796JUI,/experiments/ENCSR000CNV/,0,0,0,0,0,0,1,0,0,0
ENCFF026BLP,/experiments/ENCSR000CNV/,0,0,0,0,0,0,1,0,0,0
ENCFF001PXW,/experiments/ENCSR000CNW/,0,1,0,1,0,0,0,0,1,0
ENCFF001PXT,/experiments/ENCSR000CNW/,0,1,0,1,0,0,0,0,1,0
ENCFF001PXX,/experiments/ENCSR000CNW/,0,1,0,1,0,0,0,0,1,0
ENCFF001PXV,/experiments/ENCSR000CNW/,0,1,0,1,0,0,0,0,1,0
ENCFF001PYO,/experiments/ENCSR000CNX/,0,0,0,0,0,0,0,0,1,1
ENCFF001PYQ,/experiments/ENCSR000CNX/,0,0,0,0,0,0,0,0,1,1
ENCFF001PYN,/experiments/ENCSR000CNX/,0,0,0,0,0,0,0,0,1,1
ENCFF001PYP,/experiments/ENCSR000CNX/,0,0,0,0,0,0,0,0,1,1
ENCFF001PZD,/experiments/ENCSR000CNY/,0,0,0,1,0,0,0,0,0,0
ENCFF001PZC,/experiments/ENCSR000CNY/,0,0,0,1,0,0,0,0,0,0
ENCFF001PZA,/experiments/ENCSR000CNY/,0,0,0,1,0,0,0,0,0,0
ENCFF001PYZ,/experiments/ENCSR000CNY/,0,0,0,1,0,0,0,0,0,0
ENCFF001PZB,/experiments/ENCSR000CNY/,0,0,0,1,0,0,0,0,0,0
ENCFF903TBW,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF729FYF,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF695VUA,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF185TEY,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF759HRW,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF122ZOA,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF423IFY,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF160PUL,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF068MHE,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF258WAT,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF845RWO,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF960AUB,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF113NPO,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF029ZRM,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF247EDW,/experiments/ENCSR000CNZ/,0,0,1,0,0,0,1,0,0,0
ENCFF231ETL,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001PZR,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001OQL,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001OQK,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001PZS,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001PZP,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF001OQN,/experiments/ENCSR000COA/,0,0,1,0,1,0,0,0,1,0
ENCFF093PTY,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF001ORK,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF712MRZ,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF994UUL,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF001QAE,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF001QAD,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF001ORJ,/experiments/ENCSR000COB/,0,0,0,0,0,0,0,0,0,0
ENCFF001QCJ,/experiments/ENCSR000COC/,0,0,0,1,0,0,0,1,0,0
ENCFF756HSW,/experiments/ENCSR000COC/,0,0,0,1,0,0,0,1,0,0
