Accession,Dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
ENCFF001HZU,/experiments/ENCSR000AHP/,0,0,1,0,0,0,0,0,1,0
ENCFF001IAA,/experiments/ENCSR000AHQ/,0,0,0,1,0,0,0,0,1,0
ENCFF001IAR,/experiments/ENCSR000AHR/,0,0,0,0,1,0,0,0,1,1
ENCFF001IAP,/experiments/ENCSR000AHR/,0,0,0,0,1,0,0,0,1,1
ENCFF001IAQ,/experiments/ENCSR000AHR/,0,0,0,0,1,0,0,0,1,1
ENCFF001IAC,/experiments/ENCSR000AHS/,0,0,1,0,0,0,0,0,0,0
ENCFF001IBH,/experiments/ENCSR000AHT/,0,1,0,0,0,1,0,0,0,0
ENCFF001HZP,/experiments/ENCSR000AHU/,0,0,1,0,0,0,0,1,0,0
ENCFF001HZQ,/experiments/ENCSR000AHU/,0,0,1,0,0,0,0,1,0,0
ENCFF001HZO,/experiments/ENCSR000AHU/,0,0,1,0,0,0,0,1,0,0
ENCFF001HZN,/experiments/ENCSR000AHU/,0,0,1,0,0,0,0,1,0,0
ENCFF001IBU,/experiments/ENCSR000AHV/,0,1,0,0,0,0,0,0,1,1
ENCFF001HZS,/experiments/ENCSR000AHW/,0,0,1,0,0,0,1,0,0,0
ENCFF001IDC,/experiments/ENCSR000AIB/,0,0,0,1,0,0,0,1,0,0
ENCFF001ICX,/experiments/ENCSR000AIB/,0,0,0,1,0,0,0,1,0,0
ENCFF001IGN,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGM,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGQ,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGP,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGL,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGO,/experiments/ENCSR000AIC/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGD,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IGB,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IGC,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IGE,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IGG,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IGH,/experiments/ENCSR000AID/,1,0,0,0,0,0,0,0,0,0
ENCFF001IIZ,/experiments/ENCSR000AIE/,0,1,0,0,0,0,1,0,0,1
ENCFF001IGU,/experiments/ENCSR000AIF/,1,0,0,0,0,1,0,0,0,0
ENCFF001IGT,/experiments/ENCSR000AIF/,1,0,0,0,0,1,0,0,0,0
ENCFF001IHO,/experiments/ENCSR000AIG/,0,0,0,1,0,0,1,0,0,0
ENCFF001IHP,/experiments/ENCSR000AIG/,0,0,0,1,0,0,1,0,0,0
ENCFF001IHN,/experiments/ENCSR000AIG/,0,0,0,1,0,0,1,0,0,0
ENCFF001IHJ,/experiments/ENCSR000AIH/,1,0,0,0,0,0,0,0,1,0
ENCFF001IHI,/experiments/ENCSR000AIH/,1,0,0,0,0,0,0,0,1,0
ENCFF001IDX,/experiments/ENCSR000AII/,0,0,0,1,0,0,0,0,1,1
ENCFF001IDH,/experiments/ENCSR000AIJ/,0,0,0,0,1,0,0,0,0,0
ENCFF001IDG,/experiments/ENCSR000AIJ/,0,0,0,0,1,0,0,0,0,0
ENCFF001IEL,/experiments/ENCSR000AIK/,0,0,0,0,1,0,1,0,0,0
ENCFF001IGF,/experiments/ENCSR000AIL/,0,1,0,0,0,0,1,0,0,0
ENCFF001IHX,/experiments/ENCSR000AIM/,0,0,0,0,1,1,0,0,0,0
ENCFF001IHY,/experiments/ENCSR000AIM/,0,0,0,0,1,1,0,0,0,0
ENCFF001IHZ,/experiments/ENCSR000AIM/,0,0,0,0,1,1,0,0,0,0
ENCFF001IIU,/experiments/ENCSR000AIN/,0,1,0,0,0,0,0,0,1,0
ENCFF001IHT,/experiments/ENCSR000AIO/,1,0,0,0,0,0,0,0,0,0
ENCFF001IIH,/experiments/ENCSR000AIP/,0,0,1,0,0,0,1,0,0,0
ENCFF001III,/experiments/ENCSR000AIP/,0,0,1,0,0,0,1,0,0,0
ENCFF001IIY,/experiments/ENCSR000AIQ/,0,0,0,1,0,0,0,0,1,0
ENCFF001IHC,/experiments/ENCSR000AIR/,1,0,0,0,0,0,0,0,0,1
ENCFF001IHE,/experiments/ENCSR000AIR/,1,0,0,0,0,0,0,0,0,1
ENCFF001IHD,/experiments/ENCSR000AIR/,1,0,0,0,0,0,0,0,0,1
ENCFF001IFN,/experiments/ENCSR000AIS/,0,0,1,0,0,0,0,0,0,0
ENCFF001IFO,/experiments/ENCSR000AIS/,0,0,1,0,0,0,0,0,0,0
ENCFF001IIV,/experiments/ENCSR000AIT/,0,1,0,0,0,0,1,0,0,0
ENCFF001IFX,/experiments/ENCSR000AIU/,0,0,0,1,0,0,1,0,0,0
ENCFF001IFY,/experiments/ENCSR000AIU/,0,0,0,1,0,0,1,0,0,0
ENCFF001IDP,/experiments/ENCSR000AIV/,1,0,0,0,0,0,0,0,1,0
ENCFF001IIF,/experiments/ENCSR000AIW/,1,0,0,0,0,1,0,0,0,1
ENCFF001IFS,/experiments/ENCSR000AIX/,0,0,0,0,1,0,0,0,0,0
ENCFF001IFT,/experiments/ENCSR000AIX/,0,0,0,0,1,0,0,0,0,0
ENCFF001IFI,/experiments/ENCSR000AJN/,0,0,0,0,1,0,1,0,0,0
ENCFF001IFC,/experiments/ENCSR000AJN/,0,0,0,0,1,0,1,0,0,0
ENCFF001IFD,/experiments/ENCSR000AJN/,0,0,0,0,1,0,1,0,0,0
ENCFF001IEV,/experiments/ENCSR000AJO/,0,1,0,0,0,0,0,1,0,0
ENCFF001IEG,/experiments/ENCSR000AJP/,0,0,0,1,0,1,0,0,0,1
ENCFF001IEH,/experiments/ENCSR000AJP/,0,0,0,1,0,1,0,0,0,1
ENCFF001IEI,/experiments/ENCSR000AJP/,0,0,0,1,0,1,0,0,0,1
ENCFF001IDT,/experiments/ENCSR000AJQ/,0,0,0,0,1,0,0,1,0,0
ENCFF001IDU,/experiments/ENCSR000AJQ/,0,0,0,0,1,0,0,1,0,0
ENCFF001IDS,/experiments/ENCSR000AJQ/,0,0,0,0,1,0,0,1,0,0
ENCFF001IDV,/experiments/ENCSR000AJQ/,0,0,0,0,1,0,0,1,0,0
ENCFF001IEY,/experiments/ENCSR000AJR/,1,0,0,0,0,0,0,0,1,1
ENCFF001IEZ,/experiments/ENCSR000AJR/,1,0,0,0,0,0,0,0,1,1
ENCFF001IEC,/experiments/ENCSR000AJS/,0,0,0,1,0,0,0,0,1,0
ENCFF001IEA,/experiments/ENCSR000AJS/,0,0,0,1,0,0,0,0,1,0
ENCFF001IEE,/experiments/ENCSR000AJS/,0,0,0,1,0,0,0,0,1,0
ENCFF001IED,/experiments/ENCSR000AJS/,0,0,0,1,0,0,0,0,1,0
ENCFF001IEB,/experiments/ENCSR000AJS/,0,0,0,1,0,0,0,0,1,0
ENCFF001IEU,/experiments/ENCSR000AJT/,0,0,1,0,0,0,0,0,1,0
ENCFF000ASR,/experiments/ENCSR000AKA/,0,0,0,1,0,0,0,1,0,0
ENCFF000AUB,/experiments/ENCSR000AKA/,0,0,0,1,0,0,0,1,0,0
ENCFF000ARP,/experiments/ENCSR000AKB/,0,1,0,0,0,0,0,0,1,0
ENCFF000ARV,/experiments/ENCSR000AKB/,0,1,0,0,0,0,0,0,1,0
ENCFF000ASP,/experiments/ENCSR000AKC/,0,0,0,0,1,0,1,0,0,0
ENCFF000ASU,/experiments/ENCSR000AKC/,0,0,0,0,1,0,1,0,0,0
ENCFF000ASZ,/experiments/ENCSR000AKD/,0,0,0,0,1,0,0,1,0,1
ENCFF000ASV,/experiments/ENCSR000AKD/,0,0,0,0,1,0,0,1,0,1
ENCFF000ATN,/experiments/ENCSR000AKE/,0,1,0,0,0,0,1,0,0,1
ENCFF000ATJ,/experiments/ENCSR000AKE/,0,1,0,0,0,0,1,0,0,1
ENCFF000ATM,/experiments/ENCSR000AKF/,0,0,1,0,0,0,0,0,1,0
ENCFF000ATK,/experiments/ENCSR000AKF/,0,0,1,0,0,0,0,0,1,0
ENCFF000ASM,/experiments/ENCSR000AKF/,0,0,1,0,0,0,0,0,1,0
ENCFF000ATO,/experiments/ENCSR000AKG/,0,0,1,0,0,0,0,0,1,0
ENCFF000ATW,/experiments/ENCSR000AKG/,0,0,1,0,0,0,0,0,1,0
ENCFF000AUM,/experiments/ENCSR000AKH/,0,0,1,0,0,0,0,0,1,0
ENCFF000AUN,/experiments/ENCSR000AKH/,0,0,1,0,0,0,0,0,1,0
ENCFF000AVB,/experiments/ENCSR000AKI/,0,0,1,0,0,0,0,0,1,0
ENCFF000AVC,/experiments/ENCSR000AKI/,0,0,1,0,0,0,0,0,1,0
ENCFF000ARK,/experiments/ENCSR000AKJ/,1,0,0,0,0,0,0,0,1,0
ENCFF000ARO,/experiments/ENCSR000AKJ/,1,0,0,0,0,0,0,0,1,0
ENCFF000BSK,/experiments/ENCSR000AKK/,0,1,0,0,0,0,0,1,0,1
ENCFF000BSR,/experiments/ENCSR000AKK/,0,1,0,0,0,0,0,1,0,1
ENCFF000BTD,/experiments/ENCSR000AKL/,0,1,0,0,0,0,0,0,1,0
ENCFF000BSY,/experiments/ENCSR000AKL/,0,1,0,0,0,0,0,0,1,0
ENCFF000BSX,/experiments/ENCSR000AKL/,0,1,0,0,0,0,0,0,1,0
ENCFF000BTN,/experiments/ENCSR000AKM/,0,0,0,1,0,0,0,1,0,0
ENCFF000BTF,/experiments/ENCSR000AKM/,0,0,0,1,0,0,0,1,0,0
ENCFF000BTL,/experiments/ENCSR000AKN/,0,0,0,1,0,1,0,0,0,0
ENCFF000BTS,/experiments/ENCSR000AKN/,0,0,0,1,0,1,0,0,0,0
ENCFF000BWR,/experiments/ENCSR000AKO/,0,0,0,0,1,0,0,0,1,0
ENCFF000BWM,/experiments/ENCSR000AKO/,0,0,0,0,1,0,0,0,1,0
ENCFF000BXH,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF427JJU,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF000BXG,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF143EVF,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF760YTC,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF845TAO,/experiments/ENCSR000AKP/,1,0,0,0,0,1,0,0,0,0
ENCFF699LBD,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF014OTE,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF936TRH,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF465KWY,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF000BXN,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF000BXP,/experiments/ENCSR000AKQ/,0,0,0,1,0,0,0,1,0,0
ENCFF544IFT,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF237PVB,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF000BXO,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF195ATD,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF000BXR,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF627AZR,/experiments/ENCSR000AKR/,0,0,1,0,0,0,0,0,1,0
ENCFF173LGO,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF000BYG,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF837PQW,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF000BXX,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF399XNM,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF646KOA,/experiments/ENCSR000AKS/,0,1,0,0,0,0,1,0,0,0
ENCFF000BYF,/experiments/ENCSR000AKT/,0,1,0,0,0,0,0,0,0,0
ENCFF000BYA,/experiments/ENCSR000AKT/,0,1,0,0,0,0,0,0,0,0
ENCFF000BYI,/experiments/ENCSR000AKU/,1,0,0,0,0,0,0,1,0,0
ENCFF000BYJ,/experiments/ENCSR000AKU/,1,0,0,0,0,0,0,1,0,0
ENCFF001QWV,/experiments/ENCSR000AKV/,0,1,0,0,0,0,0,1,0,1
ENCFF000BYW,/experiments/ENCSR000AKV/,0,1,0,0,0,0,0,1,0,1
ENCFF000BYY,/experiments/ENCSR000AKW/,0,0,0,0,1,1,0,0,0,0
ENCFF000BZN,/experiments/ENCSR000AKX/,0,0,0,0,1,0,1,0,0,1
ENCFF000BZJ,/experiments/ENCSR000AKX/,0,0,0,0,1,0,1,0,0,1
ENCFF561WFK,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF156ECZ,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF994FIB,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF885VML,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF283HQV,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF000BWK,/experiments/ENCSR000AKY/,0,0,1,0,0,1,0,0,0,0
ENCFF000CBK,/experiments/ENCSR000AKZ/,0,0,0,1,0,0,0,0,1,0
ENCFF001QWZ,/experiments/ENCSR000AKZ/,0,0,0,1,0,0,0,0,1,0
ENCFF000BRD,/experiments/ENCSR000ALA/,0,0,0,0,1,0,1,0,0,1
ENCFF000BQY,/experiments/ENCSR000ALA/,0,0,0,0,1,0,1,0,0,1
ENCFF000BRG,/experiments/ENCSR000ALA/,0,0,0,0,1,0,1,0,0,1
ENCFF000BSI,/experiments/ENCSR000ALB/,0,0,1,0,0,0,0,0,0,0
ENCFF000BSD,/experiments/ENCSR000ALB/,0,0,1,0,0,0,0,0,0,0
ENCFF000BSS,/experiments/ENCSR000ALC/,0,0,1,0,0,0,1,0,0,1
ENCFF000BSQ,/experiments/ENCSR000ALC/,0,0,1,0,0,0,1,0,0,1
ENCFF000BSJ,/experiments/ENCSR000ALC/,0,0,1,0,0,0,1,0,0,1
ENCFF000BTW,/experiments/ENCSR000ALD/,0,0,1,0,0,0,1,0,0,0
ENCFF000BUE,/experiments/ENCSR000ALD/,0,0,1,0,0,0,1,0,0,0
ENCFF000BTY,/experiments/ENCSR000ALD/,0,0,1,0,0,0,1,0,0,0
ENCFF000BUK,/experiments/ENCSR000ALE/,0,0,1,0,0,0,1,0,0,0
ENCFF000BUJ,/experiments/ENCSR000ALE/,0,0,1,0,0,0,1,0,0,0
ENCFF000BUD,/experiments/ENCSR000ALE/,0,0,1,0,0,0,1,0,0,0
ENCFF000BUQ,/experiments/ENCSR000ALF/,1,0,0,0,0,0,0,0,0,0
ENCFF000BUR,/experiments/ENCSR000ALF/,1,0,0,0,0,0,0,0,0,0
ENCFF000BUT,/experiments/ENCSR000ALF/,1,0,0,0,0,0,0,0,0,0
ENCFF000BQV,/experiments/ENCSR000ALG/,1,0,0,0,0,0,0,0,0,0
ENCFF000BQW,/experiments/ENCSR000ALG/,1,0,0,0,0,0,0,0,0,0
ENCFF000BQS,/experiments/ENCSR000ALG/,1,0,0,0,0,0,0,0,0,0
ENCFF000BVB,/experiments/ENCSR000ALH/,1,0,0,0,0,0,0,1,0,1
ENCFF000BUX,/experiments/ENCSR000ALH/,1,0,0,0,0,0,0,1,0,1
ENCFF000BVC,/experiments/ENCSR000ALH/,1,0,0,0,0,0,0,1,0,1
ENCFF000COL,/experiments/ENCSR000ALI/,0,0,0,0,1,1,0,0,0,0
ENCFF000COE,/experiments/ENCSR000ALI/,0,0,0,0,1,1,0,0,0,0
ENCFF000COI,/experiments/ENCSR000ALI/,0,0,0,0,1,1,0,0,0,0
ENCFF000CMM,/experiments/ENCSR000ALJ/,0,0,0,1,0,1,0,0,0,1
ENCFF000CMG,/experiments/ENCSR000ALJ/,0,0,0,1,0,1,0,0,0,1
ENCFF000CMF,/experiments/ENCSR000ALJ/,0,0,0,1,0,1,0,0,0,1
ENCFF000CNN,/experiments/ENCSR000ALK/,0,0,0,0,1,0,0,0,0,0
ENCFF000CNL,/experiments/ENCSR000ALK/,0,0,0,0,1,0,0,0,0,0
ENCFF000CNO,/experiments/ENCSR000ALL/,0,0,0,1,0,0,0,0,0,0
ENCFF000CNX,/experiments/ENCSR000ALL/,0,0,0,1,0,0,0,0,0,0
ENCFF000CNP,/experiments/ENCSR000ALL/,0,0,0,1,0,0,0,0,0,0
ENCFF000COD,/experiments/ENCSR000ALM/,0,0,1,0,0,0,0,1,0,0
ENCFF000CNV,/experiments/ENCSR000ALM/,0,0,1,0,0,0,0,1,0,0
ENCFF000COB,/experiments/ENCSR000ALM/,0,0,1,0,0,0,0,1,0,0
ENCFF000COM,/experiments/ENCSR000ALN/,0,0,1,0,0,0,0,0,0,0
ENCFF000COT,/experiments/ENCSR000ALN/,0,0,1,0,0,0,0,0,0,0
ENCFF000COR,/experiments/ENCSR000ALN/,0,0,1,0,0,0,0,0,0,0
ENCFF000CPA,/experiments/ENCSR000ALO/,0,0,0,1,0,1,0,0,0,0
ENCFF000COU,/experiments/ENCSR000ALO/,0,0,0,1,0,1,0,0,0,0
ENCFF000COV,/experiments/ENCSR000ALO/,0,0,0,1,0,1,0,0,0,0
ENCFF000CPM,/experiments/ENCSR000ALP/,1,0,0,0,0,1,0,0,0,0
ENCFF000CPP,/experiments/ENCSR000ALP/,1,0,0,0,0,1,0,0,0,0
ENCFF000CPJ,/experiments/ENCSR000ALP/,1,0,0,0,0,1,0,0,0,0
ENCFF000CPV,/experiments/ENCSR000ALQ/,0,0,1,0,0,0,0,0,0,0
ENCFF000CPU,/experiments/ENCSR000ALQ/,0,0,1,0,0,0,0,0,0,0
ENCFF000CPY,/experiments/ENCSR000ALQ/,0,0,1,0,0,0,0,0,0,0
ENCFF000CQG,/experiments/ENCSR000ALR/,0,0,0,0,1,1,0,0,0,0
ENCFF000CQD,/experiments/ENCSR000ALR/,0,0,0,0,1,1,0,0,0,0
ENCFF000CPX,/experiments/ENCSR000ALR/,0,0,0,0,1,1,0,0,0,0
ENCFF000CMJ,/experiments/ENCSR000ALS/,1,0,0,0,0,0,0,0,0,0
ENCFF000CMD,/experiments/ENCSR000ALS/,1,0,0,0,0,0,0,0,0,0
ENCFF000CQL,/experiments/ENCSR000ALT/,0,0,1,0,0,0,0,1,0,0
ENCFF000CQI,/experiments/ENCSR000ALT/,0,0,1,0,0,0,0,1,0,0
ENCFF000AWX,/experiments/ENCSR000ALU/,0,1,0,0,0,1,0,0,0,0
ENCFF000AWY,/experiments/ENCSR000ALU/,0,1,0,0,0,1,0,0,0,0
ENCFF000BHL,/experiments/ENCSR000ALV/,0,0,0,1,0,0,0,0,0,0
ENCFF000BHI,/experiments/ENCSR000ALV/,0,0,0,1,0,0,0,0,0,0
ENCFF000BIM,/experiments/ENCSR000ALW/,0,1,0,0,0,0,1,0,0,0
ENCFF000BIL,/experiments/ENCSR000ALW/,0,1,0,0,0,0,1,0,0,0
ENCFF000BIT,/experiments/ENCSR000ALX/,0,0,0,1,0,0,1,0,0,0
