Accession,Dataset,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10
ENCFF001MYO,/experiments/ENCSR000ADY/,0,0,0,0,0,0,1,0,0,0
ENCFF001MYT,/experiments/ENCSR000ADY/,0,0,0,0,0,0,1,0,0,0
ENCFF001MZP,/experiments/ENCSR000AEA/,0,0,0,0,0,0,0,0,0,1
ENCFF001MZO,/experiments/ENCSR000AEA/,0,0,0,0,0,0,0,0,0,1
ENCFF001MZM,/experiments/ENCSR000AEA/,0,0,0,0,0,0,0,0,0,1
ENCFF001MZN,/experiments/ENCSR000AEA/,0,0,0,0,0,0,0,0,0,1
ENCFF001NAH,/experiments/ENCSR000AEB/,0,0,1,1,0,0,1,0,0,0
ENCFF001NAI,/experiments/ENCSR000AEB/,0,0,1,1,0,0,1,0,0,0
ENCFF001NAF,/experiments/ENCSR000AEB/,0,0,1,1,0,0,1,0,0,0
ENCFF001NAG,/experiments/ENCSR000AEB/,0,0,1,1,0,0,1,0,0,0
ENCFF001RFB,/experiments/ENCSR000AEC/,0,1,0,1,0,1,0,1,0,0
ENCFF001RFH,/experiments/ENCSR000AEC/,0,1,0,1,0,1,0,1,0,0
ENCFF001REI,/experiments/ENCSR000AED/,0,1,0,0,0,0,0,1,0,0
ENCFF001REK,/experiments/ENCSR000AED/,0,1,0,0,0,0,0,1,0,0
ENCFF001RDH,/experiments/ENCSR000AEE/,0,0,1,0,0,0,0,0,1,0
ENCFF001RDI,/experiments/ENCSR000AEE/,0,0,1,0,0,0,0,0,1,0
ENCFF001RDG,/experiments/ENCSR000AEF/,0,0,1,0,1,0,1,0,0,0
ENCFF001RDF,/experiments/ENCSR000AEF/,0,0,1,0,1,0,1,0,0,0
ENCFF001RVS,/experiments/ENCSR000AEG/,0,0,0,1,0,0,0,0,1,0
ENCFF001RGK,/experiments/ENCSR000AEG/,0,0,0,1,0,0,0,0,1,0
ENCFF001RGM,/experiments/ENCSR000AEH/,0,0,1,0,0,0,0,1,0,0
ENCFF001RGN,/experiments/ENCSR000AEH/,0,0,1,0,0,0,0,1,0,0
ENCFF001RRJ,/experiments/ENCSR000AEH/,0,0,1,0,0,0,0,1,0,0
ENCFF001RVX,/experiments/ENCSR000AEH/,0,0,1,0,0,0,0,1,0,0
ENCFF001RVT,/experiments/ENCSR000AEH/,0,0,1,0,0,0,0,1,0,0
ENCFF001RFF,/experiments/ENCSR000AEL/,0,0,0,0,0,0,0,0,1,0
ENCFF001RFD,/experiments/ENCSR000AEL/,0,0,0,0,0,0,0,0,1,0
ENCFF001REG,/experiments/ENCSR000AEM/,0,0,1,0,1,0,0,0,0,0
ENCFF001RED,/experiments/ENCSR000AEM/,0,0,1,0,1,0,0,0,0,0
ENCFF001RDB,/experiments/ENCSR000AEN/,0,0,0,0,1,0,0,0,0,0
ENCFF001RDC,/experiments/ENCSR000AEN/,0,0,0,0,1,0,0,0,0,0
ENCFF001RDE,/experiments/ENCSR000AEO/,0,0,1,0,0,0,0,0,1,0
ENCFF001RDD,/experiments/ENCSR000AEO/,0,0,1,0,0,0,0,0,1,0
ENCFF001RQT,/experiments/ENCSR000AEP/,0,0,0,0,0,0,0,0,0,1
ENCFF001RWD,/experiments/ENCSR000AEP/,0,0,0,0,0,0,0,0,0,1
ENCFF001RVV,/experiments/ENCSR000AEP/,0,0,0,0,0,0,0,0,0,1
ENCFF001RGD,/experiments/ENCSR000AEP/,0,0,0,0,0,0,0,0,0,1
ENCFF001RFX,/experiments/ENCSR000AEQ/,0,0,1,1,0,0,0,0,0,0
ENCFF001RWE,/experiments/ENCSR000AEQ/,0,0,1,1,0,0,0,0,0,0
ENCFF001RGA,/experiments/ENCSR000AEQ/,0,0,1,1,0,0,0,0,0,0
ENCFF001RWF,/experiments/ENCSR000AEQ/,0,0,1,1,0,0,0,0,0,0
ENCFF001RTY,/experiments/ENCSR000AEU/,0,0,0,0,0,0,0,0,0,0
ENCFF001RUA,/experiments/ENCSR000AEU/,0,0,0,0,0,0,0,0,0,0
ENCFF001RND,/experiments/ENCSR000AEV/,0,1,0,1,0,0,0,0,1,0
ENCFF001ROX,/experiments/ENCSR000AEV/,0,1,0,1,0,0,0,0,1,0
ENCFF001RPH,/experiments/ENCSR000AEW/,0,0,1,0,0,1,0,0,0,1
ENCFF001ROL,/experiments/ENCSR000AEW/,0,0,1,0,0,1,0,0,0,1
ENCFF001RNZ,/experiments/ENCSR000AEX/,0,0,1,1,0,0,1,0,0,0
ENCFF001RMZ,/experiments/ENCSR000AEX/,0,0,1,1,0,0,1,0,0,0
ENCFF001ROV,/experiments/ENCSR000AEY/,0,1,0,0,0,0,0,0,1,0
ENCFF001RNV,/experiments/ENCSR000AEY/,0,1,0,0,0,0,0,0,1,0
ENCFF001RPB,/experiments/ENCSR000AEZ/,0,1,0,0,0,1,0,0,1,0
ENCFF001RMX,/experiments/ENCSR000AEZ/,0,1,0,0,0,1,0,0,1,0
ENCFF001ROZ,/experiments/ENCSR000AFA/,1,0,0,0,0,0,0,0,0,0
ENCFF001RPJ,/experiments/ENCSR000AFA/,1,0,0,0,0,0,0,0,0,0
ENCFF001RNX,/experiments/ENCSR000AFB/,0,0,0,0,1,0,0,1,0,0
ENCFF001RNR,/experiments/ENCSR000AFB/,0,0,0,0,1,0,0,1,0,0
ENCFF002BUM,/experiments/ENCSR000AFC/,0,1,0,0,0,0,0,0,0,1
ENCFF002BUL,/experiments/ENCSR000AFC/,0,1,0,0,0,0,0,0,0,1
ENCFF001ROR,/experiments/ENCSR000AFC/,0,1,0,0,0,0,0,0,0,1
ENCFF001RNP,/experiments/ENCSR000AFC/,0,1,0,0,0,0,0,0,0,1
ENCFF001RPP,/experiments/ENCSR000AFD/,0,0,0,0,0,0,0,0,1,0
ENCFF001RNN,/experiments/ENCSR000AFD/,0,0,0,0,0,0,0,0,1,0
ENCFF001ROB,/experiments/ENCSR000AFE/,0,0,0,0,0,0,0,1,0,0
ENCFF001RPN,/experiments/ENCSR000AFE/,0,0,0,0,0,0,0,1,0,0
ENCFF001ROH,/experiments/ENCSR000AFF/,0,0,1,0,1,0,1,0,0,0
ENCFF001RPF,/experiments/ENCSR000AFF/,0,0,1,0,1,0,1,0,0,0
ENCFF001RPT,/experiments/ENCSR000AFG/,0,0,0,0,0,1,0,0,1,0
ENCFF001RPL,/experiments/ENCSR000AFG/,0,0,0,0,0,1,0,0,1,0
ENCFF001RPD,/experiments/ENCSR000AFH/,0,0,0,0,0,1,0,0,1,0
ENCFF001RNB,/experiments/ENCSR000AFH/,0,0,0,0,0,1,0,0,1,0
ENCFF001ROP,/experiments/ENCSR000AFI/,1,0,0,0,0,0,0,0,0,1
ENCFF001RNF,/experiments/ENCSR000AFI/,1,0,0,0,0,0,0,0,0,1
ENCFF001RPR,/experiments/ENCSR000AFJ/,0,0,0,0,1,0,1,0,0,0
ENCFF001RNJ,/experiments/ENCSR000AFJ/,0,0,0,0,1,0,1,0,0,0
ENCFF001RNL,/experiments/ENCSR000AFK/,0,0,0,0,0,0,0,1,0,0
ENCFF001ROD,/experiments/ENCSR000AFK/,0,0,0,0,0,0,0,1,0,0
ENCFF001RON,/experiments/ENCSR000AFL/,0,0,1,0,0,1,0,1,0,0
ENCFF001ROF,/experiments/ENCSR000AFL/,0,0,1,0,0,1,0,1,0,0
ENCFF001SBJ,/experiments/ENCSR000AFM/,0,0,0,1,1,0,1,0,0,0
ENCFF001SBH,/experiments/ENCSR000AFM/,0,0,0,1,1,0,1,0,0,0
ENCFF001RNH,/experiments/ENCSR000AFN/,0,0,0,0,0,1,0,0,0,0
ENCFF001ROT,/experiments/ENCSR000AFN/,0,0,0,0,0,1,0,0,0,0
ENCFF001RNT,/experiments/ENCSR000AFO/,0,1,0,0,0,0,0,0,1,0
ENCFF001ROJ,/experiments/ENCSR000AFO/,0,1,0,0,0,0,0,0,1,0
ENCFF000QLW,/experiments/ENCSR000AHD/,0,0,0,1,0,0,0,0,1,0
ENCFF000QLT,/experiments/ENCSR000AHD/,0,0,0,1,0,0,0,0,1,0
ENCFF000QQK,/experiments/ENCSR000AHE/,0,0,0,1,1,0,0,0,0,0
ENCFF000QQG,/experiments/ENCSR000AHE/,0,0,0,1,1,0,0,0,0,0
ENCFF000QQI,/experiments/ENCSR000AHE/,0,0,0,1,1,0,0,0,0,0
ENCFF000QQJ,/experiments/ENCSR000AHE/,0,0,0,1,1,0,0,0,0,0
ENCFF000QRL,/experiments/ENCSR000AHF/,0,0,1,1,0,0,0,0,0,1
ENCFF000QRS,/experiments/ENCSR000AHF/,0,0,1,1,0,0,0,0,0,1
ENCFF001RTS,/experiments/ENCSR000AHH/,1,0,0,0,0,1,0,0,1,0
ENCFF001MZH,/experiments/ENCSR000AHJ/,0,0,1,0,0,0,0,0,0,1
ENCFF001MZF,/experiments/ENCSR000AHJ/,0,0,1,0,0,0,0,0,0,1
ENCFF001MZI,/experiments/ENCSR000AHJ/,0,0,1,0,0,0,0,0,0,1
ENCFF001MZG,/experiments/ENCSR000AHJ/,0,0,1,0,0,0,0,0,0,1
ENCFF001NBV,/experiments/ENCSR000AHK/,0,0,0,0,0,0,1,0,0,0
ENCFF001NBT,/experiments/ENCSR000AHK/,0,0,0,0,0,0,1,0,0,0
ENCFF001IBZ,/experiments/ENCSR000AHL/,0,0,1,0,1,0,0,0,1,0
ENCFF001IAL,/experiments/ENCSR000AHM/,0,0,0,0,1,0,0,0,0,1
ENCFF001IAK,/experiments/ENCSR000AHM/,0,0,0,0,1,0,0,0,0,1
ENCFF001IAJ,/experiments/ENCSR000AHM/,0,0,0,0,1,0,0,0,0,1
ENCFF001IAB,/experiments/ENCSR000AHN/,0,0,0,0,0,0,1,0,0,0
ENCFF001IBG,/experiments/ENCSR000AHO/,1,0,0,0,1,0,1,0,0,0
ENCFF001HZU,/experiments/ENCSR000AHP/,1,0,0,0,1,0,0,1,0,0
ENCFF001HZW,/experiments/ENCSR000AHP/,1,0,0,0,1,0,0,1,0,0
ENCFF001HZV,/experiments/ENCSR000AHP/,1,0,0,0,1,0,0,1,0,0
ENCFF001IAA,/experiments/ENCSR000AHQ/,1,0,0,0,0,0,0,0,0,0
ENCFF001IAQ,/experiments/ENCSR000AHR/,0,0,0,0,0,0,0,0,1,0
ENCFF001IAR,/experiments/ENCSR000AHR/,0,0,0,0,0,0,0,0,1,0
ENCFF001IAP,/experiments/ENCSR000AHR/,0,0,0,0,0,0,0,0,1,0
ENCFF001IAC,/experiments/ENCSR000AHS/,1,0,0,0,1,0,1,0,0,0
ENCFF001IBH,/experiments/ENCSR000AHT/,0,1,0,0,0,1,0,0,0,1
ENCFF001HZN,/experiments/ENCSR000AHU/,0,1,0,0,0,0,0,0,1,0
ENCFF001HZO,/experiments/ENCSR000AHU/,0,1,0,0,0,0,0,0,1,0
ENCFF001HZP,/experiments/ENCSR000AHU/,0,1,0,0,0,0,0,0,1,0
ENCFF001HZQ,/experiments/ENCSR000AHU/,0,1,0,0,0,0,0,0,1,0
ENCFF001IBU,/experiments/ENCSR000AHV/,0,0,1,0,0,1,0,0,0,0
ENCFF001HZS,/experiments/ENCSR000AHW/,0,0,0,1,0,0,0,0,0,0
ENCFF001ICI,/experiments/ENCSR000AHX/,0,0,0,0,0,0,1,0,0,0
ENCFF001IDZ,/experiments/ENCSR000AHY/,0,0,0,0,1,0,0,1,0,0
ENCFF001ICK,/experiments/ENCSR000AHZ/,0,1,0,0,0,0,0,0,0,1
ENCFF001ICW,/experiments/ENCSR000AIA/,1,0,0,1,0,1,0,0,0,1
ENCFF001ICX,/experiments/ENCSR000AIB/,0,1,0,0,0,0,0,1,0,0
ENCFF001IDC,/experiments/ENCSR000AIB/,0,1,0,0,0,0,0,1,0,0
ENCFF001IGP,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGQ,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGM,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGL,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGO,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGN,/experiments/ENCSR000AIC/,0,0,0,0,0,0,0,0,0,0
ENCFF001IGH,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IGE,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IGC,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IGB,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IGG,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IGD,/experiments/ENCSR000AID/,0,0,0,0,0,0,1,0,0,0
ENCFF001IIZ,/experiments/ENCSR000AIE/,0,1,0,1,0,0,0,0,0,1
ENCFF001IGT,/experiments/ENCSR000AIF/,0,1,0,0,1,0,0,1,0,0
ENCFF001IGU,/experiments/ENCSR000AIF/,0,1,0,0,1,0,0,1,0,0
ENCFF001IHP,/experiments/ENCSR000AIG/,1,0,0,0,0,0,0,1,0,0
ENCFF001IHN,/experiments/ENCSR000AIG/,1,0,0,0,0,0,0,1,0,0
ENCFF001IHO,/experiments/ENCSR000AIG/,1,0,0,0,0,0,0,1,0,0
ENCFF001IHI,/experiments/ENCSR000AIH/,0,0,0,0,0,1,0,0,0,0
ENCFF001IHJ,/experiments/ENCSR000AIH/,0,0,0,0,0,1,0,0,0,0
ENCFF001IDX,/experiments/ENCSR000AII/,0,0,0,0,1,0,0,1,0,0
ENCFF001IDH,/experiments/ENCSR000AIJ/,0,0,1,0,0,1,0,0,1,0
ENCFF001IDG,/experiments/ENCSR000AIJ/,0,0,1,0,0,1,0,0,1,0
ENCFF001IEL,/experiments/ENCSR000AIK/,0,0,0,1,0,0,0,0,0,0
ENCFF001IGF,/experiments/ENCSR000AIL/,0,0,0,0,1,0,0,0,0,0
ENCFF001IHY,/experiments/ENCSR000AIM/,0,0,0,1,0,0,0,0,0,0
ENCFF001IHX,/experiments/ENCSR000AIM/,0,0,0,1,0,0,0,0,0,0
ENCFF001IHZ,/experiments/ENCSR000AIM/,0,0,0,1,0,0,0,0,0,0
ENCFF001IIU,/experiments/ENCSR000AIN/,0,0,1,0,0,0,0,0,0,0
ENCFF001IHT,/experiments/ENCSR000AIO/,0,0,1,0,0,0,0,1,0,0
ENCFF001III,/experiments/ENCSR000AIP/,0,0,0,0,0,0,0,0,0,0
ENCFF001IIH,/experiments/ENCSR000AIP/,0,0,0,0,0,0,0,0,0,0
ENCFF001IIY,/experiments/ENCSR000AIQ/,1,0,0,0,0,0,0,0,0,1
ENCFF001IHC,/experiments/ENCSR000AIR/,0,0,0,0,1,0,0,0,0,0
ENCFF001IHE,/experiments/ENCSR000AIR/,0,0,0,0,1,0,0,0,0,0
ENCFF001IHD,/experiments/ENCSR000AIR/,0,0,0,0,1,0,0,0,0,0
ENCFF001IFO,/experiments/ENCSR000AIS/,0,0,1,0,0,0,1,0,0,0
ENCFF001IFN,/experiments/ENCSR000AIS/,0,0,1,0,0,0,1,0,0,0
ENCFF001IIV,/experiments/ENCSR000AIT/,0,0,0,0,0,1,0,0,0,1
ENCFF001IFY,/experiments/ENCSR000AIU/,0,0,0,0,0,0,0,0,0,0
ENCFF001IFX,/experiments/ENCSR000AIU/,0,0,0,0,0,0,0,0,0,0
ENCFF001IDP,/experiments/ENCSR000AIV/,1,0,0,0,0,1,0,0,1,0
ENCFF001IIF,/experiments/ENCSR000AIW/,0,0,0,0,0,0,0,1,0,0
ENCFF001IFT,/experiments/ENCSR000AIX/,0,0,0,0,0,0,1,0,0,0
ENCFF001IFS,/experiments/ENCSR000AIX/,0,0,0,0,0,0,1,0,0,0
ENCFF002BHL,/experiments/ENCSR000AJD/,1,0,0,0,0,1,0,0,0,1
ENCFF002BHN,/experiments/ENCSR000AJD/,1,0,0,0,0,1,0,0,0,1
ENCFF001IFI,/experiments/ENCSR000AJN/,0,0,0,0,0,1,0,0,1,0
ENCFF001IFC,/experiments/ENCSR000AJN/,0,0,0,0,0,1,0,0,1,0
ENCFF001IFD,/experiments/ENCSR000AJN/,0,0,0,0,0,1,0,0,1,0
ENCFF001IEV,/experiments/ENCSR000AJO/,1,0,0,0,1,0,0,0,0,1
ENCFF001IEI,/experiments/ENCSR000AJP/,1,0,0,0,0,0,0,0,0,1
ENCFF001IEG,/experiments/ENCSR000AJP/,1,0,0,0,0,0,0,0,0,1
ENCFF001IEH,/experiments/ENCSR000AJP/,1,0,0,0,0,0,0,0,0,1
ENCFF001IDT,/experiments/ENCSR000AJQ/,1,0,0,0,0,0,0,0,0,1
ENCFF001IDS,/experiments/ENCSR000AJQ/,1,0,0,0,0,0,0,0,0,1
ENCFF001IDU,/experiments/ENCSR000AJQ/,1,0,0,0,0,0,0,0,0,1
ENCFF001IDV,/experiments/ENCSR000AJQ/,1,0,0,0,0,0,0,0,0,1
ENCFF001IEY,/experiments/ENCSR000AJR/,0,0,0,1,1,0,0,0,1,0
ENCFF001IEZ,/experiments/ENCSR000AJR/,0,0,0,1,1,0,0,0,1,0
ENCFF001IEA,/experiments/ENCSR000AJS/,0,0,1,1,0,0,0,0,0,1
ENCFF001IEE,/experiments/ENCSR000AJS/,0,0,1,1,0,0,0,0,0,1
ENCFF001IEC,/experiments/ENCSR000AJS/,0,0,1,1,0,0,0,0,0,1
ENCFF001IED,/experiments/ENCSR000AJS/,0,0,1,1,0,0,0,0,0,1
ENCFF001IEB,/experiments/ENCSR000AJS/,0,0,1,1,0,0,0,0,0,1
ENCFF001IEU,/experiments/ENCSR000AJT/,0,0,0,0,0,1,0,0,1,0
ENCFF001RTD,/experiments/ENCSR000AJU/,0,0,1,1,0,0,0,0,0,1
ENCFF001RTN,/experiments/ENCSR000AJU/,0,0,1,1,0,0,0,0,0,1
ENCFF001RTJ,/experiments/ENCSR000AJV/,0,1,0,1,0,0,0,0,1,0
ENCFF001RTF,/experiments/ENCSR000AJV/,0,1,0,1,0,0,0,0,1,0
ENCFF000AUB,/experiments/ENCSR000AKA/,0,1,0,0,0,0,0,0,1,0
ENCFF000ASR,/experiments/ENCSR000AKA/,0,1,0,0,0,0,0,0,1,0
ENCFF000ARP,/experiments/ENCSR000AKB/,0,1,0,0,0,0,0,0,0,0
ENCFF000ARV,/experiments/ENCSR000AKB/,0,1,0,0,0,0,0,0,0,0
ENCFF000ASU,/experiments/ENCSR000AKC/,0,1,0,0,0,0,0,0,0,1
ENCFF000ASP,/experiments/ENCSR000AKC/,0,1,0,0,0,0,0,0,0,1
